0.177,0.466,0.933,1.0,0.444,0.911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.177,0.466,1.0,1.0,0.511,0.888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.177,0.711,1.0,1.0,0.733,0.866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.377,0.822,0.866,1.0,0.844,0.844,0.266,0.333,0.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.133,0.733,1.0,1.0,0.733,0.844,0.266,0.333,0.266,0.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.222,0.533,1.0,1.0,0.577,1.0,0.266,0.333,0.266,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.2,0.644,1.0,1.0,0.666,0.777,0.266,0.333,0.266,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.177,0.488,1.0,1.0,0.488,1.0,0.2,0.266,0.266,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.177,0.533,1.0,1.0,0.511,0.977,0.2,0.266,0.266,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.177,0.6,1.0,1.0,0.577,1.0,0.2,0.266,0.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.177,0.622,0.866,1.0,0.6,0.866,0.2,0.266,0.266,0.177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.0,0.644,0.911,1.0,0.644,0.977,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.0,0.577,0.666,1.0,0.577,0.933,0.0,0.0,0.0,0.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.0,0.6,0.911,1.0,0.6,1.0,0.0,0.0,0.0,0.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.0,0.6,1.0,1.0,0.577,0.977,0.222,0.288,0.288,0.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.0,0.533,1.0,1.0,0.511,1.0,0.222,0.288,0.288,0.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.177,0.533,1.0,1.0,0.533,0.977,0.222,0.288,0.288,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.177,0.555,1.0,1.0,0.577,1.0,0.222,0.177,0.288,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.2,0.666,1.0,1.0,0.666,1.0,0.0,0.177,0.0,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.311,0.777,0.977,1.0,0.777,0.911,0.311,0.333,0.311,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.355,0.777,0.711,1.0,0.8,1.0,0.311,0.333,0.311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.2,0.888,1.0,1.0,0.888,1.0,0.311,0.333,0.311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.355,0.644,0.955,1.0,0.644,1.0,0.311,0.333,0.311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.2,0.644,1.0,1.0,0.666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.288,0.755,1.0,1.0,0.755,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.311,0.777,1.0,1.0,0.755,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.311,0.622,0.844,1.0,0.622,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.155,0.666,1.0,1.0,0.688,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.288,0.555,1.0,1.0,0.555,0.977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.222,0.6,1.0,1.0,0.6,0.933,0.2,0.333,0.311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.288,0.511,1.0,1.0,0.511,1.0,0.2,0.333,0.311,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.2,0.688,1.0,1.0,0.688,0.888,0.2,0.333,0.311,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.2,0.711,0.733,1.0,0.688,0.911,0.2,0.333,0.311,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.2,0.688,0.822,1.0,0.711,0.933,0.0,0.0,0.0,0.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.2,0.666,0.688,1.0,0.644,0.977,0.0,0.0,0.0,0.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.222,0.733,0.8,1.0,0.711,0.933,0.0,0.0,0.0,0.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.222,0.533,0.844,1.0,0.511,0.977,0.0,0.0,0.0,0.377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.222,0.666,0.977,1.0,0.688,1.0,0.311,0.0,0.333,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.177,0.711,1.0,1.0,0.688,1.0,0.288,0.288,0.288,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.377,0.644,1.0,1.0,0.666,1.0,0.288,0.288,0.288,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.266,0.822,1.0,1.0,0.822,0.711,0.288,0.288,0.288,0.288,0.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.222,0.8,1.0,1.0,0.844,0.933,0.288,0.288,0.288,0.0,0.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.222,0.822,0.911,1.0,0.8,0.8,0.0,0.0,0.0,0.288,0.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.333,0.888,1.0,1.0,0.844,0.955,0.0,0.0,0.0,0.288,0.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.155,0.866,0.822,1.0,0.866,0.711,0.0,0.0,0.0,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.2,0.533,0.977,1.0,0.555,1.0,0.0,0.0,0.0,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.288,0.688,1.0,1.0,0.666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.311,0.866,0.911,1.0,0.866,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.288,0.822,0.911,1.0,0.844,0.977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.288,0.644,0.911,1.0,0.666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.155,0.666,1.0,1.0,0.666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.155,0.666,1.0,1.0,0.666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.222,0.555,1.0,1.0,0.622,1.0,0.0,0.0,0.0,0.0,0.0,0.155,0.266,0.0,0.0,0.0,0.0,0.0,1,0,0
0.177,0.6,1.0,1.0,0.6,0.955,0.0,0.0,0.0,0.2,0.0,0.155,0.266,0.0,0.0,0.0,0.0,0.0,1,0,0
0.177,0.666,0.844,1.0,0.666,0.822,0.0,0.0,0.0,0.422,0.0,0.155,0.266,0.0,0.0,0.0,0.0,0.0,1,0,0
0.177,0.6,0.422,0.377,0.6,0.444,0.311,0.0,0.355,0.488,0.0,0.2,0.0,0.311,0.177,0.0,0.0,0.0,0,1,0
0.2,0.0,0.422,0.422,0.0,0.488,0.311,0.333,0.288,0.466,0.0,0.2,0.0,0.355,0.177,0.0,0.0,0.0,0,1,0
0.222,0.0,0.4,0.311,0.0,0.333,0.311,0.333,0.133,0.222,0.0,0.2,0.2,0.311,0.288,0.288,0.0,0.0,0,1,0
0.222,0.0,0.355,0.2,0.0,0.422,0.311,0.333,0.133,0.377,0.0,0.2,0.2,0.444,0.288,0.288,0.0,0.0,0,1,0
0.222,0.0,0.355,0.2,0.0,0.422,0.0,0.333,0.133,0.377,0.0,0.177,0.222,0.4,0.2,0.111,0.0,0.0,0,1,0
0.222,0.0,0.355,0.2,0.0,0.422,0.0,0.2,0.133,0.288,0.0,0.177,0.222,0.422,0.2,0.111,0.0,0.0,0,1,0
0.0,0.0,0.355,0.2,0.0,0.422,0.0,0.2,0.0,0.288,0.0,0.177,0.311,0.444,0.2,0.111,0.288,0.0,0,1,0
0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.288,0.0,0.177,0.311,0.444,0.2,0.111,0.288,0.0,0,1,0
0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.288,0.0,0.0,0.333,0.644,0.0,0.0,0.266,0.0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.288,0.6,0.0,0.0,0.266,0.0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.444,0.511,0.0,0.0,0.377,0.0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.488,0.688,0.0,0.0,0.4,0.0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.533,0.688,0.0,0.0,0.333,0.0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.688,0.711,0.0,0.0,0.6,0.0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.711,0.711,0.0,0.0,0.466,0.0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666,0.866,0.0,0.0,0.533,0.0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.911,0.977,0.0,0.0,0.488,0.0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.511,0.8,0.0,0.0,0.622,0.2,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.488,1.0,0.0,0.0,0.511,0.2,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.622,1.0,0.0,0.0,0.622,0.2,0,1,0
0.177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.355,0.866,0.0,0.0,0.511,0.2,0,1,0
0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.844,0.0,0.0,0.577,0.2,0,1,0
0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288,0.888,0.0,0.0,0.333,0.2,0,1,0
0.222,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.444,0.822,0.0,0.0,0.355,0.0,0,1,0
0.222,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.288,0.755,0.0,0.0,0.511,0.0,0,1,0
0.222,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.733,0.0,0.0,0.488,0.0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.355,0.911,0.0,0.0,0.488,0.0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.911,0.0,0.0,0.444,0.0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.355,0.911,0.0,0.0,0.466,0.0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.355,0.888,0.0,0.0,0.466,0.0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.911,0.0,0.0,0.466,0.066,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.933,0.0,0.0,0.488,0.066,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.377,0.777,0.0,0.0,0.488,0.066,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.866,0.0,0.0,0.488,0.2,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.377,0.933,0.0,0.0,0.488,0.133,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.377,0.955,0.0,0.0,0.444,0.111,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.866,0.0,0.0,0.466,0.155,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.355,0.888,0.0,0.0,0.488,0.177,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.355,0.911,0.0,0.0,0.511,0.177,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.355,0.933,0.0,0.0,0.488,0.177,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.377,0.911,0.0,0.0,0.466,0.133,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.355,0.844,0.0,0.0,0.511,0.177,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.355,0.933,0.0,0.0,0.488,0.133,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.377,0.844,0.0,0.0,0.488,0.133,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.377,0.955,0.0,0.0,0.488,0.133,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.355,0.733,0.0,0.0,0.466,0.177,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288,0.822,0.0,0.0,0.466,0.177,0,1,0
