0.0,0.2,0.288,0.333,0.533,0.2,0.333,0.377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
0.6,0.133,0.311,0.0,0.8,0.288,0.333,0.311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.266,0.666,0.0,0.0,0.0,0.755,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.311,0.266,0.666,0.0,0.0,0.0,0.422,0.377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.644,0.0,0.0,0.0,0.777,0.488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
0.0,0.2,0.0,0.155,0.0,0.0,0.466,0.311,0.377,0.333,0.288,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
0.555,0.0,0.377,0.0,0.822,0.355,0.355,0.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
0.0,0.2,0.0,0.0,0.0,0.0,0.466,0.355,0.177,0.333,0.288,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.2,0.622,0.0,0.0,0.0,0.6,0.311,0.222,0.222,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.288,0.511,0.311,0.222,0.0,0.333,0.0,0.0,0.0,0.0,0.288,0.266,0.0,0.0,0.0,1.0,0.0,0.0,
