0.64,0.82,0.51,0.2,0.42,0.51,0.28,0.28,0.51,0.17,0.2,0.68,0.26,0.4,0.66,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
0.68,0.73,0.53,0.2,0.44,0.28,0.28,0.42,0.33,0.17,0.2,0.64,0.4,0.33,0.68,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
0.55,0.64,0.4,0.2,0.31,0.4,0.26,0.31,0.42,0.0,0.0,0.62,0.35,0.33,0.51,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
0.55,0.46,0.44,0.0,0.17,0.44,0.26,0.31,0.42,0.0,0.0,0.55,0.28,0.42,0.57,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
0.71,0.71,0.57,0.0,0.4,0.28,0.33,0.37,0.33,0.0,0.0,0.75,0.42,0.64,0.48,0.64,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
0.75,0.64,0.57,0.0,0.46,0.57,0.33,0.44,0.51,0.0,0.0,0.88,0.46,0.66,0.66,0.73,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
0.75,0.75,0.57,0.0,0.35,0.53,0.42,0.35,0.51,0.35,0.31,0.8,0.31,0.66,0.6,0.77,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
0.73,0.71,0.57,0.0,0.35,0.53,0.37,0.35,0.48,0.35,0.31,0.73,0.4,0.64,0.6,0.73,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
0.75,0.66,0.51,0.31,0.55,0.53,0.37,0.42,0.42,0.2,0.28,0.86,0.55,0.53,0.51,0.68,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
0.68,0.84,0.42,0.35,0.42,0.44,0.46,0.48,0.46,0.2,0.28,0.97,0.51,0.84,0.6,0.75,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
0.88,0.86,0.6,0.35,0.42,0.55,0.46,0.46,0.6,0.2,0.28,0.95,0.48,0.77,0.66,0.71,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
0.93,0.97,0.51,0.26,0.51,0.42,0.44,0.46,0.44,0.2,0.31,0.91,0.46,0.82,0.66,0.84,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
0.8,0.88,0.53,0.33,0.55,0.53,0.42,0.57,0.46,0.26,0.31,0.77,0.55,0.82,0.55,0.71,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
0.73,0.95,0.53,0.33,0.53,0.53,0.51,0.22,0.35,0.35,0.31,1.0,0.53,0.77,0.71,0.77,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
0.86,0.75,0.48,0.33,0.48,0.48,0.51,0.42,0.51,0.35,0.31,1.0,0.44,0.71,0.48,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
0.64,0.75,0.48,0.33,0.48,0.48,0.51,0.46,0.37,0.35,0.22,1.0,0.46,0.8,0.66,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
0.6,0.73,0.57,0.33,0.42,0.51,0.6,0.46,0.53,0.28,0.22,0.95,0.44,0.71,0.64,0.86,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
0.46,0.55,0.42,0.33,0.37,0.4,0.26,0.46,0.42,0.28,0.22,0.73,0.35,0.48,0.48,0.84,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
0.57,0.6,0.42,0.33,0.31,0.2,0.26,0.31,0.42,0.28,0.22,0.95,0.28,0.48,0.51,0.88,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
0.95,0.91,0.55,0.22,0.42,0.53,0.6,0.44,0.42,0.28,0.22,0.91,0.46,0.64,0.71,0.86,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
0.91,1.0,0.62,0.28,0.6,0.66,0.6,0.6,0.64,0.28,0.0,1.0,0.6,0.6,0.82,0.68,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
1.0,0.86,0.55,0.28,0.6,0.6,0.4,0.6,0.6,0.26,0.2,0.88,0.48,0.6,0.66,0.73,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
0.77,0.77,0.62,0.28,0.6,0.6,0.33,0.26,0.53,0.26,0.2,0.84,0.48,0.51,0.71,0.51,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
0.86,0.93,0.55,0.28,0.42,0.6,0.33,0.26,0.51,0.26,0.22,0.8,0.4,0.48,0.57,0.8,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
